               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.030727,            0.018084,           0.0051155,             0.92264,             0.85847,             0.91544,             0.61451,            0.024301,            0.012854,           0.0053391,            0.005578,            0.005578,            0.005578
                 136,            0.030914,            0.018111,           0.0051489,             0.92424,             0.85764,              0.9155,             0.61425,            0.024299,            0.012854,            0.005326,            0.005545,            0.005545,            0.005545
                 137,            0.030785,            0.018071,           0.0051174,             0.92435,             0.85691,             0.91523,             0.61425,            0.024303,            0.012857,           0.0053396,            0.005512,            0.005512,            0.005512
                 138,            0.030725,            0.018167,           0.0051111,             0.92527,             0.85715,             0.91526,             0.61422,            0.024308,            0.012858,           0.0053492,            0.005479,            0.005479,            0.005479
                 139,            0.030726,            0.018135,           0.0050735,             0.92431,              0.8584,             0.91498,             0.61425,            0.024307,            0.012858,           0.0053577,            0.005446,            0.005446,            0.005446
                 140,            0.030697,            0.018269,           0.0050415,             0.92282,              0.8591,             0.91467,             0.61386,            0.024309,            0.012859,           0.0053703,            0.005413,            0.005413,            0.005413
                 141,            0.030618,            0.018051,           0.0050572,             0.92239,             0.85888,             0.91462,             0.61396,            0.024307,             0.01286,           0.0053792,             0.00538,             0.00538,             0.00538
                 142,            0.030617,            0.018126,           0.0049707,             0.92306,             0.85898,             0.91444,             0.61386,            0.024303,            0.012861,           0.0053892,            0.005347,            0.005347,            0.005347
                 143,            0.030694,            0.018094,           0.0051037,             0.92205,             0.85946,             0.91425,             0.61371,            0.024299,            0.012862,           0.0053783,            0.005314,            0.005314,            0.005314
                 144,            0.030648,            0.018118,           0.0050172,             0.92132,              0.8599,             0.91423,             0.61362,            0.024296,            0.012865,           0.0053757,            0.005281,            0.005281,            0.005281
                 145,             0.03066,             0.01813,           0.0050569,             0.92301,               0.859,             0.91416,             0.61327,            0.024289,            0.012865,           0.0053906,            0.005248,            0.005248,            0.005248
                 146,            0.030601,            0.018056,           0.0050112,             0.92258,             0.85959,             0.91419,             0.61357,            0.024286,            0.012866,           0.0053993,            0.005215,            0.005215,            0.005215
                 147,            0.030611,            0.018076,            0.004993,             0.92257,             0.85916,             0.91428,             0.61342,            0.024277,            0.012864,            0.005374,            0.005182,            0.005182,            0.005182
                 148,            0.030564,            0.018048,           0.0050434,             0.92185,             0.85926,             0.91413,             0.61332,            0.024272,            0.012862,            0.005371,            0.005149,            0.005149,            0.005149
                 149,             0.03053,            0.018013,           0.0050459,             0.92225,              0.8594,             0.91427,             0.61329,            0.024261,            0.012863,           0.0053487,            0.005116,            0.005116,            0.005116
                 150,            0.030508,            0.018147,           0.0049997,             0.92345,             0.85821,             0.91445,             0.61365,            0.024255,            0.012862,           0.0053368,            0.005083,            0.005083,            0.005083
                 151,            0.030401,            0.017993,            0.004962,             0.92326,             0.85784,              0.9144,             0.61362,            0.024239,            0.012861,            0.005334,             0.00505,             0.00505,             0.00505
                 152,            0.030389,            0.018105,           0.0049332,             0.92333,             0.85866,             0.91431,             0.61357,            0.024234,            0.012864,           0.0053274,            0.005017,            0.005017,            0.005017
                 153,            0.030402,            0.017989,           0.0049768,             0.92354,             0.85889,             0.91426,             0.61384,            0.024228,            0.012865,           0.0053236,            0.004984,            0.004984,            0.004984
                 154,            0.030351,            0.017925,           0.0048988,              0.9236,             0.85882,             0.91449,             0.61411,            0.024218,            0.012866,           0.0052999,            0.004951,            0.004951,            0.004951
                 155,            0.030309,            0.017921,           0.0049222,             0.92491,             0.85842,             0.91415,             0.61427,            0.024215,            0.012867,           0.0052839,            0.004918,            0.004918,            0.004918
                 156,            0.030225,            0.017893,             0.00496,             0.92402,             0.85928,             0.91393,              0.6141,            0.024216,            0.012869,           0.0052664,            0.004885,            0.004885,            0.004885
                 157,            0.030298,             0.01789,           0.0049163,             0.92385,             0.85956,             0.91395,             0.61445,            0.024218,            0.012871,           0.0052499,            0.004852,            0.004852,            0.004852
                 158,            0.030268,            0.017969,           0.0049178,             0.92301,             0.85959,             0.91385,             0.61462,            0.024222,            0.012875,           0.0052403,            0.004819,            0.004819,            0.004819
                 159,            0.030233,            0.017976,           0.0048923,             0.92306,             0.85903,             0.91386,              0.6146,            0.024226,            0.012876,           0.0052388,            0.004786,            0.004786,            0.004786
                 160,            0.030243,            0.017838,           0.0049255,             0.92248,             0.86012,             0.91352,             0.61414,            0.024224,            0.012879,           0.0052288,            0.004753,            0.004753,            0.004753
                 161,            0.030233,            0.017857,           0.0049125,             0.92124,             0.86149,             0.91358,             0.61417,            0.024221,            0.012879,           0.0052346,             0.00472,             0.00472,             0.00472
                 162,            0.030141,            0.017853,           0.0048861,             0.92147,             0.86074,             0.91335,             0.61466,            0.024217,            0.012877,           0.0052235,            0.004687,            0.004687,            0.004687
                 163,            0.030124,            0.017878,            0.004858,             0.92119,             0.86133,             0.91341,             0.61437,            0.024211,            0.012876,            0.005222,            0.004654,            0.004654,            0.004654
                 164,            0.030175,            0.017899,           0.0048209,             0.92185,             0.86092,             0.91333,             0.61459,            0.024211,            0.012877,           0.0052369,            0.004621,            0.004621,            0.004621
                 165,            0.030019,             0.01788,           0.0048236,             0.92147,               0.861,              0.9136,             0.61445,            0.024214,            0.012879,            0.005236,            0.004588,            0.004588,            0.004588
                 166,            0.029945,            0.017664,           0.0048303,              0.9209,             0.86206,             0.91345,             0.61442,            0.024217,            0.012881,           0.0052242,            0.004555,            0.004555,            0.004555
                 167,            0.030088,             0.01789,           0.0048209,             0.92171,             0.86194,             0.91352,             0.61421,            0.024218,            0.012883,           0.0052098,            0.004522,            0.004522,            0.004522
                 168,            0.030007,            0.017761,           0.0047393,               0.922,             0.86141,             0.91348,             0.61442,            0.024218,            0.012884,           0.0052019,            0.004489,            0.004489,            0.004489
                 169,            0.030003,            0.017805,           0.0048275,             0.92197,              0.8613,             0.91339,             0.61473,            0.024216,            0.012886,           0.0051999,            0.004456,            0.004456,            0.004456
                 170,            0.029843,            0.017745,           0.0047609,             0.92135,             0.86122,             0.91319,             0.61484,            0.024215,            0.012886,           0.0051989,            0.004423,            0.004423,            0.004423
                 171,            0.029873,            0.017754,           0.0047946,             0.92212,             0.86069,             0.91299,             0.61442,             0.02422,             0.01289,           0.0052001,             0.00439,             0.00439,             0.00439
                 172,            0.029893,            0.017676,           0.0047272,             0.92226,             0.86091,             0.91252,             0.61443,            0.024222,            0.012893,           0.0052029,            0.004357,            0.004357,            0.004357
                 173,            0.029887,            0.017613,           0.0047543,             0.92134,             0.86216,             0.91246,             0.61414,            0.024218,            0.012895,           0.0052133,            0.004324,            0.004324,            0.004324
                 174,            0.029864,            0.017762,           0.0047258,             0.92153,             0.86231,             0.91224,             0.61429,            0.024222,              0.0129,           0.0052165,            0.004291,            0.004291,            0.004291
                 175,            0.029736,            0.017703,           0.0047305,             0.92115,             0.86142,              0.9123,             0.61421,            0.024221,            0.012902,           0.0052212,            0.004258,            0.004258,            0.004258
                 176,             0.02981,            0.017629,           0.0047622,             0.92153,             0.86032,             0.91184,             0.61412,            0.024218,            0.012905,           0.0052414,            0.004225,            0.004225,            0.004225
                 177,            0.029871,            0.017711,           0.0047249,             0.92167,             0.86016,             0.91183,             0.61394,             0.02422,            0.012905,           0.0052707,            0.004192,            0.004192,            0.004192
                 178,            0.029614,            0.017622,           0.0047455,             0.92165,             0.86074,             0.91208,             0.61382,            0.024225,            0.012905,           0.0052933,            0.004159,            0.004159,            0.004159
                 179,            0.029648,            0.017665,           0.0047509,             0.92141,             0.86024,             0.91212,             0.61386,            0.024232,            0.012905,            0.005308,            0.004126,            0.004126,            0.004126
                 180,            0.029564,            0.017693,            0.004649,             0.92081,             0.86068,             0.91206,             0.61397,            0.024234,            0.012906,           0.0053148,            0.004093,            0.004093,            0.004093
                 181,            0.029637,            0.017595,           0.0046535,             0.92075,             0.86103,             0.91224,             0.61408,            0.024236,            0.012906,            0.005321,             0.00406,             0.00406,             0.00406
                 182,            0.029606,            0.017554,           0.0047361,             0.91976,             0.86097,             0.91163,             0.61401,            0.024237,            0.012908,           0.0053303,            0.004027,            0.004027,            0.004027
                 183,            0.029629,            0.017587,            0.004695,             0.92006,             0.86146,             0.91159,              0.6139,            0.024237,             0.01291,           0.0053465,            0.003994,            0.003994,            0.003994
                 184,             0.02948,            0.017556,           0.0045945,             0.92112,             0.86105,             0.91154,             0.61373,            0.024238,            0.012909,            0.005366,            0.003961,            0.003961,            0.003961
                 185,            0.029531,            0.017486,           0.0046677,             0.92018,             0.86129,             0.91163,             0.61376,            0.024236,            0.012908,            0.005378,            0.003928,            0.003928,            0.003928
                 186,            0.029545,            0.017532,           0.0046603,              0.9206,             0.86193,              0.9118,             0.61373,            0.024235,            0.012908,           0.0053791,            0.003895,            0.003895,            0.003895
                 187,            0.029422,             0.01744,           0.0045601,             0.92128,             0.86155,             0.91211,             0.61392,            0.024235,            0.012912,            0.005392,            0.003862,            0.003862,            0.003862
                 188,            0.029388,            0.017488,            0.004592,             0.92119,             0.86115,             0.91218,             0.61412,            0.024241,            0.012915,           0.0054069,            0.003829,            0.003829,            0.003829
                 189,            0.029319,            0.017448,           0.0045588,             0.92169,             0.86106,             0.91195,             0.61363,            0.024245,            0.012916,           0.0054014,            0.003796,            0.003796,            0.003796
                 190,            0.029362,             0.01753,           0.0046298,             0.92223,             0.86105,             0.91208,             0.61351,            0.024242,            0.012916,            0.005417,            0.003763,            0.003763,            0.003763
                 191,            0.029321,            0.017512,           0.0045657,             0.92247,              0.8614,             0.91217,             0.61363,            0.024238,            0.012915,           0.0054497,             0.00373,             0.00373,             0.00373
                 192,             0.02933,            0.017506,           0.0046012,             0.92211,             0.86125,             0.91224,             0.61388,            0.024231,            0.012915,           0.0054557,            0.003697,            0.003697,            0.003697
                 193,             0.02926,             0.01751,           0.0045462,             0.92127,               0.862,             0.91224,             0.61404,            0.024226,            0.012915,           0.0054463,            0.003664,            0.003664,            0.003664
                 194,            0.029242,            0.017379,           0.0044984,             0.92034,             0.86299,              0.9119,             0.61416,            0.024212,            0.012912,           0.0054292,            0.003631,            0.003631,            0.003631
                 195,            0.029193,            0.017307,           0.0045126,             0.91975,             0.86224,             0.91196,             0.61367,            0.024207,             0.01291,           0.0054166,            0.003598,            0.003598,            0.003598
                 196,            0.029152,            0.017405,           0.0045031,             0.92069,             0.86153,             0.91165,             0.61351,            0.024211,            0.012911,           0.0054075,            0.003565,            0.003565,            0.003565
                 197,            0.029181,            0.017426,           0.0045173,             0.92193,             0.86118,             0.91151,             0.61397,             0.02421,            0.012913,           0.0054161,            0.003532,            0.003532,            0.003532
                 198,            0.029032,              0.0173,           0.0044174,             0.92139,             0.86177,             0.91157,             0.61366,            0.024207,            0.012915,           0.0054528,            0.003499,            0.003499,            0.003499
                 199,            0.029037,            0.017191,            0.004457,              0.9206,             0.86262,              0.9117,             0.61387,            0.024206,            0.012917,           0.0054865,            0.003466,            0.003466,            0.003466
                 200,            0.029099,            0.017318,           0.0045073,             0.92133,             0.86223,             0.91156,             0.61409,            0.024207,            0.012922,           0.0055131,            0.003433,            0.003433,            0.003433
                 201,             0.02903,            0.017333,           0.0044119,             0.92061,             0.86325,             0.91142,             0.61365,            0.024207,            0.012928,           0.0055279,              0.0034,              0.0034,              0.0034
                 202,            0.028884,            0.017336,           0.0044594,             0.91979,             0.86302,             0.91128,             0.61387,            0.024202,             0.01293,           0.0055092,            0.003367,            0.003367,            0.003367
                 203,            0.028958,            0.017176,           0.0044069,             0.92012,             0.86277,             0.91133,             0.61363,            0.024202,            0.012932,            0.005496,            0.003334,            0.003334,            0.003334
                 204,            0.028928,            0.017242,            0.004389,             0.92057,             0.86274,             0.91133,             0.61359,            0.024198,            0.012934,           0.0054855,            0.003301,            0.003301,            0.003301
                 205,            0.028888,            0.017283,           0.0044162,             0.92074,             0.86198,             0.91104,              0.6139,            0.024196,            0.012937,           0.0054884,            0.003268,            0.003268,            0.003268
                 206,            0.028663,            0.017191,           0.0043482,             0.92123,             0.86213,             0.91097,             0.61375,            0.024194,            0.012941,           0.0055039,            0.003235,            0.003235,            0.003235
                 207,            0.028742,            0.017048,           0.0043037,             0.91993,             0.86238,             0.91071,             0.61371,            0.024184,            0.012941,           0.0055215,            0.003202,            0.003202,            0.003202
                 208,            0.028783,            0.017117,           0.0043798,             0.92016,             0.86232,             0.91077,             0.61367,             0.02418,            0.012942,           0.0055289,            0.003169,            0.003169,            0.003169
                 209,            0.028694,            0.017202,           0.0043892,             0.92086,             0.86183,             0.91077,             0.61348,             0.02418,            0.012945,            0.005531,            0.003136,            0.003136,            0.003136
                 210,            0.028734,            0.017116,           0.0043627,              0.9207,              0.8618,             0.91084,              0.6139,            0.024184,            0.012948,           0.0055275,            0.003103,            0.003103,            0.003103
                 211,            0.028575,            0.017104,           0.0043533,             0.92159,             0.86156,             0.91081,             0.61387,            0.024184,             0.01295,           0.0055228,             0.00307,             0.00307,             0.00307
                 212,            0.028556,            0.016906,           0.0043587,             0.92228,             0.86147,             0.91083,             0.61367,             0.02418,            0.012951,           0.0055099,            0.003037,            0.003037,            0.003037
                 213,            0.028703,            0.017113,           0.0042848,             0.92174,             0.86214,             0.91088,             0.61389,            0.024176,            0.012952,           0.0055111,            0.003004,            0.003004,            0.003004
                 214,            0.028521,            0.016986,           0.0042747,             0.92111,             0.86224,             0.91102,             0.61363,            0.024173,            0.012957,           0.0055126,            0.002971,            0.002971,            0.002971
                 215,            0.028455,            0.016937,           0.0042915,             0.92139,             0.86175,             0.91074,             0.61368,            0.024169,            0.012962,           0.0055213,            0.002938,            0.002938,            0.002938
                 216,            0.028469,            0.016978,           0.0042508,             0.92083,              0.8618,             0.91063,             0.61349,            0.024169,            0.012965,           0.0055206,            0.002905,            0.002905,            0.002905
                 217,            0.028511,             0.01706,           0.0042305,             0.92135,             0.86056,             0.91081,             0.61336,            0.024169,            0.012969,           0.0055013,            0.002872,            0.002872,            0.002872
                 218,            0.028384,            0.017031,           0.0042799,             0.92153,             0.86089,             0.91062,             0.61337,            0.024165,            0.012975,           0.0054711,            0.002839,            0.002839,            0.002839
                 219,            0.028216,            0.016833,           0.0041857,             0.92213,             0.86156,             0.91086,             0.61359,            0.024162,             0.01298,           0.0054621,            0.002806,            0.002806,            0.002806
                 220,            0.028433,            0.016847,           0.0041967,             0.92143,             0.86156,             0.91067,             0.61343,            0.024158,            0.012983,           0.0054506,            0.002773,            0.002773,            0.002773
                 221,             0.02832,            0.016838,           0.0042465,             0.92238,             0.86211,             0.91051,             0.61316,             0.02416,            0.012989,           0.0054554,             0.00274,             0.00274,             0.00274
                 222,            0.028307,            0.017064,           0.0041793,             0.92245,             0.86145,              0.9105,             0.61309,            0.024157,            0.012991,           0.0054592,            0.002707,            0.002707,            0.002707
                 223,            0.028188,            0.016855,           0.0041819,             0.92248,             0.86151,             0.91063,               0.613,            0.024158,            0.012993,           0.0054619,            0.002674,            0.002674,            0.002674
                 224,             0.02803,            0.016775,           0.0041133,             0.92142,             0.86242,             0.91058,             0.61305,            0.024165,            0.012998,           0.0054622,            0.002641,            0.002641,            0.002641
                 225,            0.028129,            0.016818,           0.0041529,             0.92056,              0.8638,             0.91066,             0.61302,            0.024166,            0.013001,           0.0054759,            0.002608,            0.002608,            0.002608
                 226,            0.028059,            0.016773,           0.0041327,             0.92177,             0.86327,             0.91062,             0.61291,             0.02417,            0.013008,           0.0054675,            0.002575,            0.002575,            0.002575
                 227,            0.028112,            0.016802,           0.0041457,             0.92216,             0.86335,             0.91055,             0.61291,            0.024171,            0.013016,            0.005458,            0.002542,            0.002542,            0.002542
                 228,             0.02803,            0.016737,            0.004208,             0.92173,             0.86327,              0.9103,             0.61269,            0.024176,            0.013022,           0.0054449,            0.002509,            0.002509,            0.002509
                 229,             0.02794,            0.016664,           0.0041262,             0.92248,             0.86299,             0.91042,             0.61286,            0.024179,            0.013027,           0.0054459,            0.002476,            0.002476,            0.002476
                 230,             0.02798,              0.0167,           0.0040646,             0.92301,              0.8632,             0.91027,             0.61265,            0.024185,            0.013035,           0.0054508,            0.002443,            0.002443,            0.002443
                 231,             0.02794,            0.016577,           0.0041401,             0.92266,             0.86301,             0.91032,              0.6127,            0.024189,            0.013042,           0.0054572,             0.00241,             0.00241,             0.00241
                 232,            0.027961,             0.01677,           0.0040755,             0.92163,             0.86332,             0.91013,             0.61254,            0.024191,            0.013048,           0.0054451,            0.002377,            0.002377,            0.002377
                 233,            0.027771,            0.016622,            0.004073,             0.92145,             0.86329,             0.91024,             0.61273,            0.024192,            0.013054,            0.005445,            0.002344,            0.002344,            0.002344
                 234,            0.027839,            0.016622,           0.0040956,             0.92249,             0.86288,             0.91015,             0.61255,            0.024189,            0.013057,           0.0054474,            0.002311,            0.002311,            0.002311
                 235,            0.027756,            0.016646,           0.0040159,             0.92203,             0.86283,             0.91013,             0.61223,            0.024193,            0.013063,           0.0054511,            0.002278,            0.002278,            0.002278
                 236,             0.02762,             0.01644,            0.004011,             0.92267,             0.86375,             0.91005,             0.61246,            0.024198,            0.013067,           0.0054474,            0.002245,            0.002245,            0.002245
                 237,            0.027557,            0.016453,           0.0039841,             0.92115,             0.86429,             0.91013,             0.61213,            0.024204,            0.013071,           0.0054557,            0.002212,            0.002212,            0.002212
                 238,            0.027571,            0.016427,            0.004037,              0.9211,              0.8643,             0.90995,             0.61207,            0.024211,            0.013075,           0.0054608,            0.002179,            0.002179,            0.002179
                 239,            0.027549,            0.016504,           0.0039986,             0.92083,             0.86364,             0.91001,             0.61203,            0.024217,            0.013078,           0.0054675,            0.002146,            0.002146,            0.002146
                 240,            0.027479,            0.016586,            0.003994,             0.92065,             0.86375,             0.90968,             0.61219,            0.024224,            0.013081,           0.0054773,            0.002113,            0.002113,            0.002113
                 241,            0.027343,            0.016347,           0.0039839,             0.92077,             0.86416,             0.90963,             0.61217,             0.02423,            0.013085,           0.0054736,             0.00208,             0.00208,             0.00208
                 242,            0.027478,             0.01647,           0.0040183,             0.92021,               0.865,              0.9098,             0.61233,             0.02423,             0.01309,           0.0054753,            0.002047,            0.002047,            0.002047
                 243,            0.027376,            0.016323,           0.0039321,             0.92021,             0.86496,             0.90995,             0.61203,            0.024232,            0.013094,           0.0054799,            0.002014,            0.002014,            0.002014
                 244,            0.027256,            0.016283,           0.0038754,             0.92068,             0.86448,             0.91006,             0.61195,            0.024232,            0.013095,           0.0054883,            0.001981,            0.001981,            0.001981
                 245,            0.027222,            0.016297,           0.0038803,             0.92006,             0.86456,              0.9101,             0.61211,            0.024236,            0.013098,           0.0054924,            0.001948,            0.001948,            0.001948
                 246,            0.027205,            0.016206,           0.0038472,             0.92084,             0.86392,             0.90966,             0.61203,            0.024237,            0.013103,           0.0055148,            0.001915,            0.001915,            0.001915
                 247,            0.027354,            0.016375,           0.0039249,             0.92104,             0.86369,             0.90971,             0.61221,            0.024237,            0.013107,           0.0055322,            0.001882,            0.001882,            0.001882
                 248,            0.027165,            0.016287,           0.0038196,              0.9207,             0.86383,             0.90978,              0.6122,            0.024241,            0.013111,           0.0055435,            0.001849,            0.001849,            0.001849
                 249,            0.027005,            0.016125,           0.0038374,             0.92035,             0.86354,             0.90962,             0.61234,            0.024249,            0.013113,           0.0055646,            0.001816,            0.001816,            0.001816
                 250,            0.027052,            0.016314,           0.0038549,             0.91929,             0.86418,             0.90957,             0.61243,            0.024254,            0.013115,            0.005583,            0.001783,            0.001783,            0.001783
                 251,            0.027044,            0.016203,           0.0038305,             0.91947,             0.86504,             0.90949,             0.61237,            0.024255,            0.013118,           0.0056032,             0.00175,             0.00175,             0.00175
                 252,            0.027009,            0.016362,           0.0038016,             0.91969,             0.86456,             0.90982,             0.61231,             0.02426,            0.013122,           0.0056121,            0.001717,            0.001717,            0.001717
                 253,            0.026864,            0.016067,           0.0037684,             0.91977,             0.86384,             0.90973,               0.612,            0.024267,            0.013126,             0.00562,            0.001684,            0.001684,            0.001684
                 254,            0.026811,            0.016092,           0.0037937,              0.9195,             0.86447,             0.91004,             0.61211,            0.024269,            0.013128,           0.0056341,            0.001651,            0.001651,            0.001651
                 255,            0.026848,            0.016164,            0.003785,             0.91925,             0.86409,             0.90955,             0.61239,            0.024269,            0.013131,           0.0056407,            0.001618,            0.001618,            0.001618
                 256,             0.02667,            0.016037,           0.0037372,             0.91911,             0.86433,              0.9092,             0.61201,            0.024271,            0.013133,            0.005659,            0.001585,            0.001585,            0.001585
                 257,            0.026755,            0.016074,           0.0037218,             0.91905,             0.86523,             0.90915,             0.61207,            0.024279,            0.013136,           0.0056847,            0.001552,            0.001552,            0.001552
                 258,            0.026636,            0.015965,           0.0037026,             0.91974,             0.86467,             0.90912,              0.6121,            0.024285,            0.013141,           0.0057002,            0.001519,            0.001519,            0.001519
                 259,            0.026653,            0.015977,           0.0036706,             0.91991,             0.86494,             0.90926,             0.61219,            0.024295,            0.013146,           0.0057095,            0.001486,            0.001486,            0.001486
                 260,            0.026453,            0.016012,           0.0037241,             0.91923,             0.86536,             0.90912,             0.61214,            0.024296,             0.01315,           0.0057213,            0.001453,            0.001453,            0.001453
                 261,            0.026565,            0.015858,           0.0036882,               0.919,             0.86587,             0.90907,             0.61237,            0.024298,            0.013152,           0.0057327,             0.00142,             0.00142,             0.00142
                 262,            0.026385,            0.015981,           0.0036154,             0.91967,             0.86576,             0.90929,             0.61233,            0.024298,            0.013155,           0.0057343,            0.001387,            0.001387,            0.001387
                 263,            0.026355,            0.015723,           0.0036269,             0.91998,             0.86678,             0.90995,             0.61241,              0.0243,             0.01316,           0.0057382,            0.001354,            0.001354,            0.001354
                 264,            0.026292,            0.015856,           0.0035939,             0.91962,             0.86597,             0.90965,             0.61247,            0.024302,            0.013163,           0.0057403,            0.001321,            0.001321,            0.001321
                 265,            0.026238,            0.015886,           0.0036359,              0.9202,             0.86555,             0.90961,             0.61253,            0.024308,            0.013167,           0.0057454,            0.001288,            0.001288,            0.001288
                 266,            0.026124,            0.015692,           0.0035563,             0.91914,             0.86555,             0.90973,             0.61256,            0.024314,            0.013175,           0.0057593,            0.001255,            0.001255,            0.001255
                 267,            0.026213,            0.015749,           0.0036169,              0.9196,             0.86485,             0.90945,             0.61243,            0.024316,            0.013181,           0.0057699,            0.001222,            0.001222,            0.001222
                 268,            0.026094,             0.01569,           0.0035431,              0.9208,             0.86486,             0.90976,             0.61244,            0.024316,            0.013186,           0.0057776,            0.001189,            0.001189,            0.001189
                 269,            0.025878,            0.015508,           0.0034645,             0.92105,             0.86469,             0.90954,             0.61258,            0.024319,            0.013191,           0.0057913,            0.001156,            0.001156,            0.001156
                 270,            0.025937,            0.015606,           0.0035487,             0.92081,             0.86449,             0.90923,             0.61249,            0.024323,            0.013195,           0.0058086,            0.001123,            0.001123,            0.001123
